0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
1.359386371590502740e-01,-9.976176182017645999e+00
3.440481549725651900e-01,-7.049617453771393372e+00
4.718511961554328615e-01,-5.228857741613244237e+00
2.857837530307949514e-01,-7.633550812158912180e+00
4.601139667627368035e-01,-5.184587108203313477e+00
6.690610642964056609e-01,-3.153456718013562643e+00
7.610104492493545703e-01,-1.618976574841691329e+00
8.357502419307449859e-01,0.000000000000000000e+00
7.943420878755997894e-01,7.082214873524775856e-01
7.337303596131303784e-01,1.511573065400390936e+00
7.048350329154956517e-01,1.952454906646193589e+00
6.965033597216018224e-01,2.124619597299028495e+00
7.004449959664549308e-01,2.109735936836727888e+00
7.117090641846990362e-01,1.969378766003098136e+00
7.275954422671491173e-01,1.748032072787639501e+00
7.464151595333787803e-01,1.478704332556474599e+00
7.667864408005421462e-01,1.187257322433213025e+00
7.874255793502471512e-01,8.946837476458567862e-01
8.071642186817966635e-01,6.179608291175219259e-01
8.250177807250274054e-01,0.000000000000000000e+00
8.307340574855660575e-01,0.000000000000000000e+00
8.364635009507239705e-01,0.000000000000000000e+00
8.422048175209874143e-01,0.000000000000000000e+00
8.479568274696476227e-01,0.000000000000000000e+00
8.508894602327337076e-01,0.000000000000000000e+00
8.453246641094052105e-01,0.000000000000000000e+00
8.397677158769352168e-01,0.000000000000000000e+00
8.342184781526889026e-01,0.000000000000000000e+00
8.286769826310224074e-01,0.000000000000000000e+00
8.231434237248268504e-01,-4.105110489506255123e-01
9.645404886164975489e-01,-5.622587184908269808e-01
9.598996954889151834e-01,0.000000000000000000e+00
9.345382421044534649e-01,0.000000000000000000e+00
8.728371491920288161e-01,5.232237028899444642e-01
8.187784338330146294e-01,8.873933372891590343e-01
8.698721427363830250e-01,1.396286081983147742e+00
8.244077302100183413e-01,1.665174807528832623e+00
7.003557544797239798e-01,3.294831713160421671e+00
7.445299973579522224e-01,2.411992371124056511e+00
7.680971253358176432e-01,1.783988549019303038e+00
7.772334115559746959e-01,1.339215008416667407e+00
8.789547278425341448e-01,9.648319024119894616e-01
8.586189379233744035e-01,8.053353828249073532e-01
8.334347470234938493e-01,7.102259304797086115e-01
8.044885896805245018e-01,6.661966072055001131e-01
8.503384498289339177e-01,6.978292726480490593e-01
8.057475412221914990e-01,7.703138746678582782e-01
7.390808700146731525e-01,1.181039624189015536e+00
7.465794759394683844e-01,1.609378114989050257e+00
6.945802122973587789e-01,1.911017016207188002e+00
6.453648848504569546e-01,3.124301650782099760e+00
6.191279002478388138e-01,3.131876521517318768e+00
6.764759713603314406e-01,1.966691278671351961e+00
7.710494548119102287e-01,1.085234756388196997e+00
7.635831742984586779e-01,6.783263670539727563e-01
8.020370782235184404e-01,4.077145731585449795e-01
8.243484045690152584e-01,0.000000000000000000e+00
8.309256167020702133e-01,0.000000000000000000e+00
7.826252470033709940e-01,0.000000000000000000e+00
7.773697985884741035e-01,0.000000000000000000e+00
7.697855335265146870e-01,0.000000000000000000e+00
8.258461266581265114e-01,0.000000000000000000e+00
8.163405131303859141e-01,5.054074287160881251e-01
8.279554699757927239e-01,0.000000000000000000e+00
8.260377684281472455e-01,0.000000000000000000e+00
8.250703294948813493e-01,0.000000000000000000e+00
8.219289739232737979e-01,4.263611113206497993e-01
8.324978148150898871e-01,0.000000000000000000e+00
8.336052970229078651e-01,0.000000000000000000e+00
8.382243010619521151e-01,0.000000000000000000e+00
8.404808015553234535e-01,0.000000000000000000e+00
8.415846628211197666e-01,0.000000000000000000e+00
8.421249168575368760e-01,0.000000000000000000e+00
8.423893347443196511e-01,0.000000000000000000e+00
8.410416291641747977e-01,0.000000000000000000e+00
8.424389658500491818e-01,0.000000000000000000e+00
8.406504222298369911e-01,0.000000000000000000e+00
8.388626618892282005e-01,0.000000000000000000e+00
8.278055145391627345e-01,0.000000000000000000e+00
8.273699924621800150e-01,0.000000000000000000e+00
8.161396095439208409e-01,4.993796951887370383e-01
8.295943198796524864e-01,0.000000000000000000e+00
8.332085694377737717e-01,0.000000000000000000e+00
8.435758249655178620e-01,0.000000000000000000e+00
8.199849486962047518e-01,4.373426624715525679e-01
8.367194827925950040e-01,0.000000000000000000e+00
8.449258028101045426e-01,0.000000000000000000e+00
8.221354889546822475e-01,4.187857356369873441e-01
8.328776534432664747e-01,0.000000000000000000e+00
8.353541407045392830e-01,0.000000000000000000e+00
8.378325171330179844e-01,0.000000000000000000e+00
8.403127055280394941e-01,0.000000000000000000e+00
8.427946336177587483e-01,0.000000000000000000e+00
8.452782342387734626e-01,0.000000000000000000e+00
8.477634455120581780e-01,0.000000000000000000e+00
8.502502110148730807e-01,0.000000000000000000e+00
8.521809186641990941e-01,0.000000000000000000e+00
